month,scenario,customers,new_customers,churned_customers,seats_per_customer,credits_per_customer,seat_revenue,credit_revenue,total_revenue,grr_mrr,nrr_mrr,start_existing_mrr,churn_mrr,expansion_mrr,end_existing_mrr,new_mrr,cogs,ai_cogs,gross_profit,gross_margin_pct,opex_rnd,opex_s_and_m,opex_g_and_a,opex_total,ebitda,ebitda_margin_pct,mrr,arr
2026-11,base,500.7217418361346,55.0,14.4463310578803,0.0,2737.9876910926605,0.0,41129.0989742944,41129.0989742944,0.8967354535737605,0.9907886959613466,37462.699287540585,3868.568649830486,3523.488336584305,37117.618974294404,4011.479999999996,11104.856723059487,2056.45494871472,30024.242251234915,0.7300000000000001,180000.0,220000.0,90000.0,490000.0,-459975.75774876506,-11.183706164733852,41129.0989742944,493549.1876915328
2026-12,base,540.4643373994119,55.0,15.257404436722695,0.0,2762.5773164397106,0.0,44792.235565327006,44792.235565327006,0.8892688198157485,0.9915304877166137,41129.0989742944,4554.273669338509,4205.930260371111,40780.755565327,4011.480000000003,12093.903602638293,2239.6117782663505,32698.331962688713,0.73,180000.0,220000.0,90000.0,490000.0,-457301.6680373113,-10.209395942525843,44792.235565327006,537506.8267839241
2027-01,base,579.4120810514237,55.0,16.052256347988237,0.0,2787.4296233100345,0.0,48452.11196479359,48452.11196479359,0.8817578667457705,0.9921503448958108,44792.235565327006,5296.329486470233,4944.725885936816,44440.63196479359,4011.480000000003,13082.07023049427,2422.6055982396797,35370.041734299324,0.7300000000000001,180000.0,220000.0,90000.0,490000.0,-454629.95826570067,-9.38307825665154,48452.11196479359,581425.3435775231
2027-02,base,617.5808698303952,55.0,16.831211221028475,0.0,2812.518630883928,0.0,52108.73107426465,52108.73107426465,0.8742356838450785,0.9926760490690933,48452.11196479359,6093.546727513953,5738.685836985009,48097.25107426465,4011.480000000003,14069.357390051457,2605.4365537132326,38039.37368421319,0.7299999999999999,180000.0,220000.0,90000.0,490000.0,-451960.6263157868,-8.673414550656755,52108.73107426465,625304.7728911758
2027-03,base,654.9862828337872,55.0,17.594586996607905,0.0,2837.825119607824,0.0,55762.09579272828,55762.09579272828,0.8667256001334397,0.9931275378587519,52108.73107426465,6944.759861730607,6586.644580194239,51750.615792728284,4011.479999999996,15055.765864036635,2788.1047896364144,40706.329928691644,0.73,180000.0,220000.0,90000.0,490000.0,-449293.6700713084,-8.057331125812869,55762.09579272828,669145.1495127394
2027-04,base,691.6435875771115,55.0,18.342695256675743,0.0,2863.334530660929,0.0,59412.20901659248,59412.20901659248,0.8592444094350474,0.9935194907759739,55762.09579272828,7848.8267244449235,7487.459948309122,55400.72901659248,4011.480000000003,16041.296434479971,2970.610450829625,43370.91258211251,0.73,180000.0,220000.0,90000.0,490000.0,-446629.08741788747,-7.5174630738465575,59412.20901659248,712946.5081991098
2027-05,base,727.5677462255692,55.0,19.075841351542227,0.0,2889.035601464441,0.0,63059.07363968745,63059.07363968745,0.8518043985333745,0.9938629553935082,59412.20901659248,8804.628049674793,8440.01267276975,59047.59363968744,4011.4800000000105,17025.949882715613,3152.9536819843725,46033.123756971836,0.73,180000.0,220000.0,90000.0,490000.0,-443966.87624302815,-7.040491567951118,63059.07363968745,756708.8836762494
2027-06,base,762.7734217010578,55.0,19.794324524511385,0.0,2914.919452949058,0.0,66702.69255326784,66702.69255326784,0.844414666346552,0.9941664051628554,63059.07363968745,9811.067012108113,9443.205925688511,62691.21255326785,4011.479999999996,18009.726989382318,3335.134627663392,48692.965563885526,0.73,180000.0,220000.0,90000.0,490000.0,-441307.0344361145,-6.616030291186414,66702.69255326784,800432.3106392141
2027-07,base,797.2749836670366,55.0,20.498438034021152,0.0,2940.978963221064,0.0,70343.06864601516,70343.06864601516,0.8370820073033512,0.9944364478696819,66702.69255326784,10867.0687782401,10495.964870987409,66331.58864601515,4011.4800000000105,18992.628534424093,3517.1534323007586,51350.44011159107,0.7300000000000001,180000.0,220000.0,90000.0,490000.0,-438649.5598884089,-6.23586045265965,70343.06864601516,844116.823752182
2027-08,base,831.0865143936959,55.0,21.188469273340733,0.0,2967.2083280046504,0.0,73980.20480403994,73980.20480403994,0.8298115180795975,0.9946783123173225,70343.06864601516,11971.580066487979,11597.236224512744,69968.72480403993,4011.4800000000105,19974.655297090783,3699.0102402019966,54005.54950694916,0.7300000000000001,180000.0,220000.0,90000.0,490000.0,-435994.45049305086,-5.8933933968947585,73980.20480403994,887762.4576484793
2027-09,base,864.221814505822,55.0,21.864699887873915,0.0,2993.602745967298,0.0,77614.10391088408,77614.10391088408,0.8226070237185037,0.9948961902152608,73980.20480403994,13123.568716103298,12745.987822947427,73602.62391088407,4011.4800000000105,20955.8080559387,3880.705195544204,56658.295854945376,0.73,180000.0,220000.0,90000.0,490000.0,-433341.7041450546,-5.58328554102247,77614.10391088408,931369.246930609
2027-10,base,896.6944086157055,55.0,22.527405890116437,0.0,3020.1581894158257,0.0,81244.76884752311,81244.76884752311,0.8154713828668225,0.9950934811564891,77614.10391088408,14322.023264706178,13941.208201345216,77233.28884752312,4011.479999999996,21936.08758883124,4062.238442376155,59308.68125869187,0.73,180000.0,220000.0,90000.0,490000.0,-430691.3187413081,-5.301157537288488,81244.76884752311,974937.2261702773
2027-11,base,928.5175508433913,55.0,23.176857772314104,0.0,3046.8712345206404,0.0,84872.20249236855,84872.20249236855,0.8084067103017758,0.995272971286615,81244.76884752311,15565.952534268756,15181.906179114187,80860.72249236854,4011.4800000000105,22915.49467293951,4243.610124618428,61956.707819429044,0.73,180000.0,220000.0,90000.0,490000.0,-428043.29218057095,-5.043386168976341,84872.20249236855,1018466.4299084226
2027-12,base,959.7042302265235,55.0,23.813320616867824,0.0,3073.73893379567,0.0,88496.40772127006,88496.40772127006,0.8014145417412162,0.9954369656998907,84872.20249236855,16854.3852253793,16467.110454280803,84484.92772127005,4011.4800000000105,23894.030084742917,4424.820386063503,64602.37763652715,0.73,180000.0,220000.0,90000.0,490000.0,-425397.6223634728,-4.806947912544802,88496.40772127006,1061956.8926552408
2028-01,base,990.267176021993,55.0,24.437054204530472,0.0,3100.758719061492,0.0,92117.38740751786,92117.38740751786,0.7944959576562619,0.9955873879651462,88496.40772127006,18186.369519620595,17795.869205868396,88105.90740751787,4011.479999999996,24871.694600029823,4605.869370375894,67245.69280748804,0.73,180000.0,220000.0,90000.0,490000.0,-422754.307192512,-4.589299795512983,92117.38740751786,1105408.6488902143
2028-02,base,1020.218862901553,55.0,25.04831312043986,0.0,3127.9283267242417,0.0,95735.1444218449,95735.1444218449,0.7876516774909644,0.9957258559241245,92117.38740751786,19560.972689901377,19167.24970422841,91723.6644218449,4011.4800000000105,25848.488993898125,4786.757221092244,69886.65542794678,0.73,180000.0,220000.0,90000.0,490000.0,-420113.34457205323,-4.388287573065921,95735.1444218449,1148821.7330621388
2028-03,base,1049.571516043522,55.0,25.64734685803106,0.0,3155.2457396118816,0.0,99349.68163242919,99349.68163242919,0.7808821322068832,0.9958537401096234,95735.1444218449,20977.28071858076,20580.33792916505,95338.20163242919,4011.479999999996,26824.41404075588,4967.48408162146,72525.2675916733,0.7299999999999999,180000.0,220000.0,90000.0,490000.0,-417474.7324083267,-4.20207418432287,99349.68163242919,1192196.1795891502
2028-04,base,1078.3371161226517,55.0,26.23439992087044,0.0,3182.70914124735,0.0,102961.00190489605,102961.00190489605,0.774187520738794,0.9959722092616902,99349.68163242919,22434.397923230325,22034.238195697195,98949.52190489606,4011.479999999996,27799.470514321933,5148.050095244803,75161.53139057412,0.73,180000.0,220000.0,90000.0,490000.0,-414838.4686094259,-4.029083448436211,102961.00190489605,1235532.0228587526
2028-05,base,1106.5274042001986,55.0,26.80971192245303,0.0,3210.3168795700067,0.0,106569.10810232043,106569.10810232043,0.7675678543611456,0.9960822661482237,102961.00190489605,23931.44658988116,23528.072787305544,102557.62810232044,4011.479999999996,28773.65918762652,5328.455405116022,77795.44891469392,0.73,180000.0,220000.0,90000.0,490000.0,-412204.5510853061,-3.867955343020561,106569.10810232043,1278829.297227845
2028-06,base,1134.1538865161945,55.0,27.373517684003968,0.0,3238.0674379104175,0.0,110174.00308522908,110174.00308522908,0.7610229918678346,0.9961847760168833,106569.10810232043,25467.566613605843,25060.98159651451,106162.5230852291,4011.4799999999814,29746.980833011854,5508.700154261454,80427.02225221723,0.73,180000.0,220000.0,90000.0,490000.0,-409572.9777477828,-3.7175101773414077,110174.00308522908,1322088.037022749
2028-07,base,1161.2278391858706,55.0,27.926047330323886,0.0,3265.9594115877203,0.0,113775.68971160297,113775.68971160297,0.7545526676981181,0.9962804893881445,110174.00308522908,27041.915146288782,26632.12177266268,109764.20971160298,4011.479999999996,30719.4362221328,5688.7844855801495,83056.25348947017,0.73,180000.0,220000.0,90000.0,490000.0,-406943.74651052983,-3.5767196625399076,113775.68971160297,1365308.2765392356
2028-08,base,1187.7603128021533,55.0,28.46752638371741,0.0,3293.9914889048982,0.0,117374.17083687938,117374.17083687938,0.7481565145940016,0.9963700604604512,113775.68971160297,28653.666251441493,28240.6673767179,113362.69083687938,4011.479999999996,31691.02612595743,5868.708541843968,85683.14471092194,0.73,180000.0,220000.0,90000.0,490000.0,-404316.8552890781,-3.444683378006367,117374.17083687938,1408490.0500425524
2028-09,base,1213.76213694611,55.0,28.99817585604306,0.0,3322.1624356130665,0.0,120969.44931395428,120969.44931395428,0.7418340819801547,0.996454062082334,117374.17083687938,30302.010565921126,29885.80904299603,116957.96931395428,4011.479999999996,32661.75131476766,6048.472465697714,88307.69799918661,0.7299999999999999,180000.0,220000.0,90000.0,490000.0,-401692.3020008134,-3.3206094950328646,120969.44931395428,1451633.3917674513
2028-10,base,1239.2439246071879,55.0,29.5182123389222,0.0,3350.4710821336153,0.0,124561.52799318459,124561.52799318459,0.7355848509700915,0.9965329980160429,120969.44931395428,31986.154968415183,31566.7536476455,120550.04799318459,4011.479999999996,33631.61255815984,6228.0763996592295,90929.91543502474,0.73,180000.0,220000.0,90000.0,490000.0,-399070.08456497523,-3.2037988855339865,124561.52799318459,1494738.335918215
2028-11,base,1264.216076515044,55.0,30.027848092143753,0.0,3378.916312989037,0.0,128150.40972239038,128150.40972239038,0.72940824669074,0.9966073130475942,124561.52799318459,33705.32225455629,33282.72398376209,124138.92972239038,4011.479999999996,34600.6106250454,6407.520486119518,93549.79909734498,0.73,180000.0,220000.0,90000.0,490000.0,-396450.200902655,-3.093631942039647,128150.40972239038,1537804.9166686847
2028-12,base,1288.6887853847431,55.0,30.527291130300878,0.0,3407.4970580148474,0.0,131736.0973468572,131736.0973468572,0.7233036484600539,0.9966774013719067,128150.40972239038,35458.75081853465,35032.95844300145,127724.61734685718,4011.4800000000105,35568.74628365144,6586.804867342859,96167.35106320574,0.73,180000.0,220000.0,90000.0,490000.0,-393832.64893679426,-2.989557584204462,131736.0973468572,1580833.1681622863
